Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
Sub Total,,,,31095.7093,0.0229,Axis Mutual Fund,AXISBDF,
Total,,,,31095.7093,0.0229,Axis Mutual Fund,AXISBDF,
Net Receivables / (Payables),,,,39736.1423,0.0291,Axis Mutual Fund,AXISBDF,
GRAND TOTAL,,,,1360294.42,1,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
ZCB - Zero Coupon Bond,,,,,,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
$  Less Than 0.01% of Net Asset Value ,,,,,,Axis Mutual Fund,AXISBDF,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
,,,,,,Axis Mutual Fund,AXISBDF,
,Benchmark Name - NIFTY BANKING & PSU DEBT INDEX A-II,,,,,Axis Mutual Fund,AXISBDF,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISBDF,
Debt Instruments,,,,,,Axis Mutual Fund,AXISCBS,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISCBS,
7.49% Tamilnadu State Development Loans (24/04/2034),IN3120240038,,500000.0,504.8445,0.6056,Axis Mutual Fund,AXISCBS,Sovereign
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,70000.0,72.3158,0.0868,Axis Mutual Fund,AXISCBS,Sovereign
7.44% Tamilnadu State Development Loans (05/06/2034),IN3120240103,,62300.0,62.7213,0.0752,Axis Mutual Fund,AXISCBS,Sovereign
7.72% Maharashtra State Development Loans (25/05/2034),IN2220220072,,55000.0,56.3237,0.0676,Axis Mutual Fund,AXISCBS,Sovereign
7.9% Andhra Pradesh State Development Loans (01/06/2034),IN1020220167,,50000.0,51.613,0.0619,Axis Mutual Fund,AXISCBS,Sovereign
7.43% Tamilnadu State Development Loans (08/05/2034),IN3120240053,,30000.0,30.1812,0.0362,Axis Mutual Fund,AXISCBS,Sovereign
7.44% Karnataka State Development Loans (28/02/2034),IN1920230274,,22800.0,22.9487,0.0275,Axis Mutual Fund,AXISCBS,Sovereign
Sub Total,,,,800.9483,0.9608,Axis Mutual Fund,AXISCBS,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISCBS,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISCBS,
Total,,,,800.9483,0.9608,Axis Mutual Fund,AXISCBS,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISCBS,
Clearing Corporation of India Ltd,,,,13.3361,0.016,Axis Mutual Fund,AXISCBS,
Sub Total,,,,13.3361,0.016,Axis Mutual Fund,AXISCBS,
Total,,,,13.3361,0.016,Axis Mutual Fund,AXISCBS,
Net Receivables / (Payables),,,,19.2956,0.0232,Axis Mutual Fund,AXISCBS,
GRAND TOTAL,,,,833.58,1,Axis Mutual Fund,AXISCBS,
,,,,,,Axis Mutual Fund,AXISCBS,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISCBS,
,,,,,,Axis Mutual Fund,AXISCBS,
,,,,,,Axis Mutual Fund,AXISCBS,
The DIRF score is 98.48 %,,,,,,Axis Mutual Fund,AXISCBS,
,,,,,,Axis Mutual Fund,AXISCBS,
,,,,,,Axis Mutual Fund,AXISCBS,
,Benchmark Name - CRISIL IBX SDL INDEX - JUNE 2034,,,,,Axis Mutual Fund,AXISCBS,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISCBS,
Debt Instruments,,,,,,Axis Mutual Fund,AXISCDL,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISCDL,
8.285% Tata Capital Limited (10/05/2027),INE976I07CT9,CRISIL AAA,22500.0,22798.125,0.123,Axis Mutual Fund,AXISCDL,
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,17500.0,17519.1275,0.0945,Axis Mutual Fund,AXISCDL,
7.2092% L&T Finance Limited (29/06/2027) ,INE498L07137,ICRA AAA,17500.0,17498.5475,0.0944,Axis Mutual Fund,AXISCDL,
8.3324% HDB Financial Services Limited (10/05/2027) ,INE756I07EY1,CRISIL AAA,14000.0,14199.192,0.0766,Axis Mutual Fund,AXISCDL,
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,13100.0,13267.3656,0.0716,Axis Mutual Fund,AXISCDL,
8.25% Mahindra & Mahindra Financial Services Limited (25/03/2027) ,INE774D07VE1,CRISIL AAA,10358.0,10485.6727,0.0566,Axis Mutual Fund,AXISCDL,
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,9400.0,9532.963,0.0514,Axis Mutual Fund,AXISCDL,
8.24% L&T Finance Limited (16/06/2027) ,INE498L07038,ICRA AAA,7500.0,7608.0525,0.041,Axis Mutual Fund,AXISCDL,
8.12% Sundaram Finance Limited (21/06/2027) ,INE660A07RT4,ICRA AAA,7500.0,7600.5075,0.041,Axis Mutual Fund,AXISCDL,
6.99% Sundaram Finance Limited (28/05/2027) ,INE660A07RY4,CRISIL AAA,7500.0,7486.38,0.0404,Axis Mutual Fund,AXISCDL,
8.2378% HDB Financial Services Limited (06/04/2027) ,INE756I07EX3,CRISIL AAA,6000.0,6073.47,0.0328,Axis Mutual Fund,AXISCDL,
8.225% Kotak Mahindra Prime Limited (21/04/2027) ,INE916DA7SO7,CRISIL AAA,5500.0,5571.4725,0.0301,Axis Mutual Fund,AXISCDL,
7.35% Sundaram Finance Limited (23/04/2027) ,INE660A07RW8,CRISIL AAA,5500.0,5514.7565,0.0298,Axis Mutual Fund,AXISCDL,
8.2366% Kotak Mahindra Investments Limited (27/05/2027) ,INE975F07IQ0,CRISIL AAA,5000.0,5074.74,0.0274,Axis Mutual Fund,AXISCDL,
8.1167% Bajaj Finance Limited (10/05/2027) ,INE296A07SX7,CRISIL AAA,5000.0,5060.525,0.0273,Axis Mutual Fund,AXISCDL,
8% Mahindra & Mahindra Financial Services Limited (27/04/2027) ,INE774D07VJ0,CRISIL AAA,5000.0,5046.655,0.0272,Axis Mutual Fund,AXISCDL,
8.1929% Kotak Mahindra Investments Limited (28/01/2027) ,INE975F07IP2,CRISIL AAA,4500.0,4549.014,0.0245,Axis Mutual Fund,AXISCDL,
7.70% Bajaj Finance Limited (07/06/2027) ,INE296A07RZ4,CRISIL AAA,250.0,2518.1225,0.0136,Axis Mutual Fund,AXISCDL,
8.3774% Kotak Mahindra Investments Limited (21/06/2027) ,INE975F07IR8,CRISIL AAA,1500.0,1524.2835,0.0082,Axis Mutual Fund,AXISCDL,
8.1% Bajaj Finance Limited (08/01/2027) ,INE296A07SR9,CRISIL AAA,300.0,302.907,0.0016,Axis Mutual Fund,AXISCDL,
Sub Total,,,,169231.8793,0.9131,Axis Mutual Fund,AXISCDL,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISCDL,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISCDL,
Total,,,,169231.8793,0.9131,Axis Mutual Fund,AXISCDL,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISCDL,
Clearing Corporation of India Ltd,,,,29564.6154,0.1595,Axis Mutual Fund,AXISCDL,
Sub Total,,,,29564.6154,0.1595,Axis Mutual Fund,AXISCDL,
Total,,,,29564.6154,0.1595,Axis Mutual Fund,AXISCDL,
Net Receivables / (Payables),,,,-13453.2247,-0.0726,Axis Mutual Fund,AXISCDL,
GRAND TOTAL,,,,185343.27,1,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
The DIRF score is 79.82 %,,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
,,,,,,Axis Mutual Fund,AXISCDL,
,Benchmark Name - CRISIL IBX AAA NBFC INDEX - JUNE 2027,,,,,Axis Mutual Fund,AXISCDL,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISCDL,
Debt Instruments,,,,,,Axis Mutual Fund,AXISCFS,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISCFS,
7.65% HDB Financial Services Limited (10/09/2027),INE756I07EJ2,CRISIL AAA,30.0,302.1234,0.1343,Axis Mutual Fund,AXISCFS,
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,253.227,0.1126,Axis Mutual Fund,AXISCFS,
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,200.0,202.9734,0.0902,Axis Mutual Fund,AXISCFS,
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,20.0,202.1076,0.0899,Axis Mutual Fund,AXISCFS,
7.90% Mahindra & Mahindra Financial Services Limited (30/08/2027) ,INE774D07UM6,CARE AAA,20.0,201.9698,0.0898,Axis Mutual Fund,AXISCFS,
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,150.0,152.1002,0.0676,Axis Mutual Fund,AXISCFS,
7.59% National Housing Bank (08/09/2027) ,INE557F08FZ1,CRISIL AAA,150.0,151.9373,0.0676,Axis Mutual Fund,AXISCFS,
7.56% REC Limited (31/08/2027),INE020B08FF1,ICRA AAA,150.0,151.7399,0.0675,Axis Mutual Fund,AXISCFS,
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,100.0,101.4797,0.0451,Axis Mutual Fund,AXISCFS,
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,100.0,101.4145,0.0451,Axis Mutual Fund,AXISCFS,
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,100.0,101.3064,0.045,Axis Mutual Fund,AXISCFS,
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,100.0,101.2776,0.045,Axis Mutual Fund,AXISCFS,
7.15% Power Finance Corporation Limited (08/09/2027) ,INE134E08LT3,CRISIL AAA,10.0,100.5577,0.0447,Axis Mutual Fund,AXISCFS,
Sub Total,,,,2124.2144,0.9445,Axis Mutual Fund,AXISCFS,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISCFS,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISCFS,
Total,,,,2124.2144,0.9445,Axis Mutual Fund,AXISCFS,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISCFS,
Clearing Corporation of India Ltd,,,,56.5535,0.0251,Axis Mutual Fund,AXISCFS,
Sub Total,,,,56.5535,0.0251,Axis Mutual Fund,AXISCFS,
Total,,,,56.5535,0.0251,Axis Mutual Fund,AXISCFS,
Net Receivables / (Payables),,,,68.3321,0.0304,Axis Mutual Fund,AXISCFS,
GRAND TOTAL,,,,2249.1,1,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
The DIRF score is 61.78 %,,,,,,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
,,,,,,Axis Mutual Fund,AXISCFS,
,Benchmark Name - CRISIL-IBX AAA FINANCIAL SERVICES INDEX – SEP 2027,,,,,Axis Mutual Fund,AXISCFS,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISCFS,
Debt Instruments,,,,,,Axis Mutual Fund,AXISCOF,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISCOF,
7.18% Government of India (14/08/2033),IN0020230085,Sovereign,58000000.0,59903.328,0.0628,Axis Mutual Fund,AXISCOF,
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,33000000.0,33364.287,0.035,Axis Mutual Fund,AXISCOF,
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,24500.0,24819.0635,0.026,Axis Mutual Fund,AXISCOF,
7.42% Small Industries Dev Bank of India (12/03/2029) ,INE556F08KW0,CRISIL AAA,20000.0,20231.34,0.0212,Axis Mutual Fund,AXISCOF,
7.02% Bajaj Housing Finance Limited (26/05/2028) ,INE377Y07565,CRISIL AAA,20000.0,19972.06,0.021,Axis Mutual Fund,AXISCOF,
7.4% Bharti Telecom Limited (01/02/2029) ,INE403D08298,CRISIL AAA,19000.0,18955.426,0.0199,Axis Mutual Fund,AXISCOF,
7.69% REC Limited (31/03/2033) ,INE020B08EG2,CRISIL AAA,17500.0,17977.68,0.0189,Axis Mutual Fund,AXISCOF,
7.34% Small Industries Dev Bank of India (26/02/2029) ,INE556F08KS8,CRISIL AAA,17500.0,17669.19,0.0185,Axis Mutual Fund,AXISCOF,
6.52% REC Limited (31/01/2028),INE020B08FW6,ICRA AAA,17500.0,17404.45,0.0183,Axis Mutual Fund,AXISCOF,
6.68% Government of India (07/07/2040),IN0020250042,Sovereign,17500000.0,16985.0625,0.0178,Axis Mutual Fund,AXISCOF,
8.23% Indian Railway Finance Corporation Limited (29/03/2029) ,INE053F07BE7,CRISIL AAA,1550.0,16093.4795,0.0169,Axis Mutual Fund,AXISCOF,
7.3763% Bajaj Finance Limited (26/06/2028),INE296A07TJ4,CRISIL AAA,14500.0,14533.843,0.0152,Axis Mutual Fund,AXISCOF,
7.45% ICICI Securities Limited (24/11/2028) ,INE763G08967,CRISIL AAA,13298.0,13245.7655,0.0139,Axis Mutual Fund,AXISCOF,
7.62% National Bank For Agriculture and Rural Development (31/01/2028) ,INE261F08DV4,CRISIL AAA,12500.0,12676.9375,0.0133,Axis Mutual Fund,AXISCOF,
7.44% National Bank For Agriculture and Rural Development (24/02/2028) ,INE261F08EK5,CRISIL AAA,12500.0,12637,0.0133,Axis Mutual Fund,AXISCOF,
7.87% IndiGRID Infrastructure Trust (24/02/2027) ,INE219X07454,CRISIL AAA,12500.0,12622.875,0.0132,Axis Mutual Fund,AXISCOF,
6.60% REC Limited (30/06/2027) ,INE020B08FZ9,ICRA AAA,12500.0,12463.375,0.0131,Axis Mutual Fund,AXISCOF,
7.6% Kotak Mahindra Prime Limited (19/05/2028) ,INE916DA7SZ3,CRISIL AAA,11000.0,11087.868,0.0116,Axis Mutual Fund,AXISCOF,
8% Kohima-Mariani Transmission Limited (30/06/2027) ,INE483Z08012,IND AAA,11300.0,11008.3922,0.0115,Axis Mutual Fund,AXISCOF,
7.89% Summit Digitel Infrastructure Limited (30/04/2029) ,INE507T07138,CRISIL AAA,10000.0,10219.24,0.0107,Axis Mutual Fund,AXISCOF,
7.77% REC Limited (31/03/2028) ,INE020B08EH0,CRISIL AAA,10000.0,10192.48,0.0107,Axis Mutual Fund,AXISCOF,
7.56% REC Limited (31/08/2027),INE020B08FF1,ICRA AAA,10000.0,10115.99,0.0106,Axis Mutual Fund,AXISCOF,
7.20% Larsen & Toubro Limited (22/01/2035) ,INE018A08BM2,CRISIL AAA,10000.0,10003.25,0.0105,Axis Mutual Fund,AXISCOF,
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,10000.0,9989.45,0.0105,Axis Mutual Fund,AXISCOF,
7.25% RJ Corp Limited (08/12/2028) ,INE460K08053,CRISIL AAA,10000.0,9971.97,0.0105,Axis Mutual Fund,AXISCOF,
7.65% HDB Financial Services Limited (10/09/2027),INE756I07EJ2,CRISIL AAA,970.0,9768.6566,0.0102,Axis Mutual Fund,AXISCOF,
7.48% National Bank For Agriculture and Rural Development (15/09/2028),INE261F08EO7,CRISIL AAA,9500.0,9623.0345,0.0101,Axis Mutual Fund,AXISCOF,
6.48% Government of India (06/10/2035),IN0020250091,Sovereign,9500000.0,9437.9365,0.0099,Axis Mutual Fund,AXISCOF,
7.83% Small Industries Dev Bank of India (24/11/2028) ,INE556F08KL3,CRISIL AAA,8500.0,8693.715,0.0091,Axis Mutual Fund,AXISCOF,
7.6% Power Finance Corporation Limited (13/04/2029) ,INE134E08MX3,CRISIL AAA,8500.0,8660.6925,0.0091,Axis Mutual Fund,AXISCOF,
8.098% Tata Capital Limited (23/09/2027) ,INE976I07CY9,CRISIL AAA,8000.0,8116.304,0.0085,Axis Mutual Fund,AXISCOF,
7.64% Power Finance Corporation Limited (22/02/2033) ,INE134E08MA1,CRISIL AAA,7500.0,7677.015,0.0081,Axis Mutual Fund,AXISCOF,
7.86% Tata Capital Housing Finance Limited (21/09/2029) ,INE033L07IJ1,CRISIL AAA,7500.0,7654.5825,0.008,Axis Mutual Fund,AXISCOF,
7.58% REC Limited (31/05/2029),INE020B08FD6,ICRA AAA,7500.0,7645.2225,0.008,Axis Mutual Fund,AXISCOF,
7.62% National Bank For Agriculture and Rural Development (10/05/2029) ,INE261F08EH1,CRISIL AAA,7500.0,7641.9225,0.008,Axis Mutual Fund,AXISCOF,
7.51% Small Industries Dev Bank of India (12/06/2028) ,INE556F08KU4,CRISIL AAA,7500.0,7604.55,0.008,Axis Mutual Fund,AXISCOF,
7.29% National Housing Bank (04/07/2031) ,INE557F08GC8,CARE AAA,7500.0,7585.8675,0.008,Axis Mutual Fund,AXISCOF,
7.60% Bajaj Finance Limited (11/02/2030) ,INE296A07RD1,CRISIL AAA,750.0,7570.32,0.0079,Axis Mutual Fund,AXISCOF,
7.123% Tata Capital Housing Finance Limited (21/07/2027) ,INE033L07IO1,CRISIL AAA,7500.0,7504.47,0.0079,Axis Mutual Fund,AXISCOF,
7.45% Bharti Telecom Limited (15/12/2028) ,INE403D08280,CRISIL AAA,7500.0,7496.475,0.0079,Axis Mutual Fund,AXISCOF,
7.55% L&T Metro Rail (Hyderabad) Limited (28/04/2035) ,INE128M08094,CRISIL AAA(CE),7500.0,7464.5625,0.0078,Axis Mutual Fund,AXISCOF,
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,7000.0,7174.426,0.0075,Axis Mutual Fund,AXISCOF,
8.55% Indian Railway Finance Corporation Limited (21/02/2029) ,INE053F07BA5,CRISIL AAA,650.0,6799.0975,0.0071,Axis Mutual Fund,AXISCOF,
8.35% Indian Railway Finance Corporation Limited (13/03/2029) ,INE053F07BC1,CRISIL AAA,650.0,6767.5985,0.0071,Axis Mutual Fund,AXISCOF,
7.68% Small Industries Dev Bank of India (09/07/2027) ,INE556F08KO7,CRISIL AAA,6500.0,6581.8675,0.0069,Axis Mutual Fund,AXISCOF,
7.5% West Bengal State Development Loans (03/12/2037),IN3420250166,Sovereign,6000000.0,6020.484,0.0063,Axis Mutual Fund,AXISCOF,
7.3% Bharti Telecom Limited (01/12/2027),INE403D08306,CRISIL AAA,6000.0,5984.376,0.0063,Axis Mutual Fund,AXISCOF,
7.725% Larsen & Toubro Limited (28/04/2028) ,INE018A08BE9,CRISIL AAA,5500.0,5605.435,0.0059,Axis Mutual Fund,AXISCOF,
8.3439% HDB Financial Services Limited (05/07/2027),INE756I07EZ8,CRISIL AAA,5500.0,5586.812,0.0059,Axis Mutual Fund,AXISCOF,
7.15% Sundaram Home Finance Limited (16/05/2028) ,INE667F07JB3,ICRA AAA,5500.0,5498.988,0.0058,Axis Mutual Fund,AXISCOF,
8.1% Tata Capital Housing Finance Limited (13/12/2028) ,INE033L07IB8,CRISIL AAA,5000.0,5123.035,0.0054,Axis Mutual Fund,AXISCOF,
7.71% HDFC Bank Limited (20/12/2033) ,INE040A08AJ4,CRISIL AAA,5000.0,5118.14,0.0054,Axis Mutual Fund,AXISCOF,
7.85% IndiGRID Infrastructure Trust (28/02/2028) ,INE219X07363,ICRA AAA,5000.0,5086.955,0.0053,Axis Mutual Fund,AXISCOF,
7.49% Small Industries Dev Bank of India (11/06/2029) ,INE556F08KX8,CRISIL AAA,5000.0,5072.07,0.0053,Axis Mutual Fund,AXISCOF,
7.42% Power Finance Corporation Limited (15/04/2028) ,INE134E08NL6,CRISIL AAA,5000.0,5058.585,0.0053,Axis Mutual Fund,AXISCOF,
7.66% Bajaj Housing Finance Limited (20/03/2028) ,INE377Y07532,CRISIL AAA,5000.0,5057.695,0.0053,Axis Mutual Fund,AXISCOF,
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,500.0,5052.69,0.0053,Axis Mutual Fund,AXISCOF,
7.43% National Bank For Financing Infrastructure And Development (16/06/2033) ,INE0KUG08019,CRISIL AAA,5000.0,5050.135,0.0053,Axis Mutual Fund,AXISCOF,
7.04% IndiGRID Infrastructure Trust (27/09/2028) ,INE219X07512,CRISIL AAA,5000.0,5004.475,0.0053,Axis Mutual Fund,AXISCOF,
7.50% Bajaj Housing Finance Limited (09/04/2035) ,INE377Y07540,CRISIL AAA,5000.0,4996.425,0.0052,Axis Mutual Fund,AXISCOF,
7.05% Sundaram Finance Limited (11/10/2028) ,INE660A07SA2,ICRA AAA,5000.0,4981.455,0.0052,Axis Mutual Fund,AXISCOF,
6.61% Power Finance Corporation Limited (15/07/2028) ,INE134E08NS1,CRISIL AAA,5000.0,4965.445,0.0052,Axis Mutual Fund,AXISCOF,
7.75% Tata Capital Housing Finance Limited (18/05/2027) ,INE033L07HQ8,CRISIL AAA,450.0,4538.9745,0.0048,Axis Mutual Fund,AXISCOF,
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,4500.0,4511.538,0.0047,Axis Mutual Fund,AXISCOF,
8.01% Mahindra & Mahindra Financial Services Limited (24/12/2027) ,INE774D07VG6,CRISIL AAA,4000.0,4055.496,0.0043,Axis Mutual Fund,AXISCOF,
7.9611% HDB Financial Services Limited (05/01/2028) ,INE756I07FB6,CRISIL AAA,4000.0,4050.464,0.0042,Axis Mutual Fund,AXISCOF,
7.52% Power Grid Corporation of India Limited (23/03/2033) ,INE752E08684,CRISIL AAA,5000.0,3825.22,0.004,Axis Mutual Fund,AXISCOF,
7.7% Power Grid Corporation of India Limited (12/10/2033) ,INE752E08718,CRISIL AAA,4500.0,3677.6655,0.0039,Axis Mutual Fund,AXISCOF,
7.7% Nuclear Power Corporation Of India Limited (21/03/2038) ,INE206D08501,ICRA AAA,3500.0,3561.635,0.0037,Axis Mutual Fund,AXISCOF,
7.56% LIC Housing Finance Limited (14/06/2027) ,INE115A07MC6,CRISIL AAA,350.0,3526.0715,0.0037,Axis Mutual Fund,AXISCOF,
7.56% Bajaj Housing Finance Limited (04/10/2034) ,INE377Y07516,CRISIL AAA,3500.0,3520.2825,0.0037,Axis Mutual Fund,AXISCOF,
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,3400.0,3450.3098,0.0036,Axis Mutual Fund,AXISCOF,
7.75% Power Finance Corporation Limited (11/06/2030) ,INE134E08KV1,CRISIL AAA,300.0,3074.871,0.0032,Axis Mutual Fund,AXISCOF,
8.05% HDB Financial Services Limited (08/08/2029) ,INE756I07EV7,CRISIL AAA,300.0,3060.165,0.0032,Axis Mutual Fund,AXISCOF,
7.47% Small Industries Dev Bank of India (05/09/2029) ,INE556F08KR0,CRISIL AAA,3000.0,3043.479,0.0032,Axis Mutual Fund,AXISCOF,
8.1% Tata Capital Housing Finance Limited (19/02/2027) ,INE033L07IE2,CRISIL AAA,3000.0,3034.521,0.0032,Axis Mutual Fund,AXISCOF,
7.17% Tata Capital Housing Finance Limited (21/05/2030) ,INE033L07IP8,CRISIL AAA,3000.0,2992.722,0.0031,Axis Mutual Fund,AXISCOF,
6.28% Government of India (14/07/2032),IN0020250059,Sovereign,2737300.0,2694.8308,0.0028,Axis Mutual Fund,AXISCOF,
7.26% Government of India (06/02/2033),IN0020220151,Sovereign,2500000.0,2593.94,0.0027,Axis Mutual Fund,AXISCOF,
7.90% Jamnagar Utilities & Power Private Limited (10/08/2028),INE936D07182,CRISIL AAA,2500.0,2544.73,0.0027,Axis Mutual Fund,AXISCOF,
7.69% LIC Housing Finance Limited (06/02/2034) ,INE115A07QN4,CRISIL AAA,2500.0,2542.38,0.0027,Axis Mutual Fund,AXISCOF,
8.05% Kotak Mahindra Prime Limited (28/02/2028) ,INE916DA7SE8,CRISIL AAA,2500.0,2540.62,0.0027,Axis Mutual Fund,AXISCOF,
7.82% Bajaj Finance Limited (31/01/2034) ,INE296A07SV1,CRISIL AAA,2500.0,2539.1475,0.0027,Axis Mutual Fund,AXISCOF,
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,2500.0,2537.1675,0.0027,Axis Mutual Fund,AXISCOF,
7.45% Export Import Bank of India (12/04/2028) ,INE514E08GB4,CRISIL AAA,2500.0,2536.865,0.0027,Axis Mutual Fund,AXISCOF,
7.65% HDFC Bank Limited (25/05/2033) ,INE040A08930,CRISIL AAA,2500.0,2535.845,0.0027,Axis Mutual Fund,AXISCOF,
7.35% Export Import Bank of India (27/07/2028),INE514E08GE8,CRISIL AAA,2500.0,2535.5775,0.0027,Axis Mutual Fund,AXISCOF,
7.67% LIC Housing Finance Limited (15/04/2033) ,INE115A07QK0,CRISIL AAA,250.0,2534.01,0.0027,Axis Mutual Fund,AXISCOF,
7.712% Tata Capital Housing Finance Limited (14/01/2028) ,INE033L07IK9,CRISIL AAA,2500.0,2527.015,0.0027,Axis Mutual Fund,AXISCOF,
7.96% Pipeline Infrastructure Private Limited (11/03/2027) ,INE01XX07059,CRISIL AAA,2500.0,2526.1375,0.0027,Axis Mutual Fund,AXISCOF,
8.2% Kotak Mahindra Prime Limited (11/01/2027) ,INE916DA7SN9,CRISIL AAA,2500.0,2525.8025,0.0026,Axis Mutual Fund,AXISCOF,
8.135% Kotak Mahindra Prime Limited (10/02/2027) ,INE916DA7SR0,CRISIL AAA,2500.0,2525.6025,0.0026,Axis Mutual Fund,AXISCOF,
7.60% Power Finance Corporation Limited (20/02/2027) ,INE134E08IT9,CRISIL AAA,250.0,2525.5775,0.0026,Axis Mutual Fund,AXISCOF,
7.58% LIC Housing Finance Limited (23/03/2035) ,INE115A07RF8,CRISIL AAA,2500.0,2523.465,0.0026,Axis Mutual Fund,AXISCOF,
