Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Kotak Mahindra Bank Limited (19/03/2026) ,INE237A168Z9,CRISIL A1+,2000.0,9843.63,0.0072,Axis Mutual Fund,AXISBDF,,2020-12-12
Export Import Bank of India (20/03/2026) ,INE514E16CK7,CRISIL A1+,1500.0,7381.3275,0.0054,Axis Mutual Fund,AXISBDF,,2020-12-12
Sub Total,,,,93486.015,0.0684,Axis Mutual Fund,AXISBDF,,2020-12-12
Total,,,,93486.015,0.0684,Axis Mutual Fund,AXISBDF,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,35306.678,4065.1638,0.003,Axis Mutual Fund,AXISBDF,,2020-12-12
Sub Total,,,,4065.1638,0.003,Axis Mutual Fund,AXISBDF,,2020-12-12
Total,,,,4065.1638,0.003,Axis Mutual Fund,AXISBDF,,2020-12-12
Clearing Corporation of India Ltd,,,,27210.7488,0.0199,Axis Mutual Fund,AXISBDF,,2020-12-12
Sub Total,,,,27210.7488,0.0199,Axis Mutual Fund,AXISBDF,,2020-12-12
Total,,,,27210.7488,0.0199,Axis Mutual Fund,AXISBDF,,2020-12-12
Net Receivables / (Payables),,,,50484.8607,0.0369,Axis Mutual Fund,AXISBDF,,2020-12-12
GRAND TOTAL,,,,1367169.15,1.0,Axis Mutual Fund,AXISBDF,,2020-12-12
7.49% Tamilnadu State Development Loans (24/04/2034),IN3120240038,,500000.0,506.9875,0.5058,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.42% Tamilnadu State Development Loans (03/04/2034),IN3120240012,,150000.0,151.4354,0.1511,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.72% Maharashtra State Development Loans (25/05/2034),IN2220220072,,80000.0,82.2791,0.0821,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,70000.0,72.8487,0.0727,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.44% Tamilnadu State Development Loans (05/06/2034),IN3120240103,,62300.0,62.9912,0.0628,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.9% Andhra Pradesh State Development Loans (01/06/2034),IN1020220167,,50000.0,51.9216,0.0518,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.43% Tamilnadu State Development Loans (08/05/2034),IN3120240053,,30000.0,30.3098,0.0302,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
7.44% Karnataka State Development Loans (28/02/2034),IN1920230274,,22800.0,23.044,0.023,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-12
Sub Total,,,,981.8173,0.9795,Axis Mutual Fund,AXISCBS,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCBS,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISCBS,,2020-12-12
Total,,,,981.8173,0.9795,Axis Mutual Fund,AXISCBS,,2020-12-12
Clearing Corporation of India Ltd,,,,1.3596,0.0014,Axis Mutual Fund,AXISCBS,,2020-12-12
Sub Total,,,,1.3596,0.0014,Axis Mutual Fund,AXISCBS,,2020-12-12
Total,,,,1.3596,0.0014,Axis Mutual Fund,AXISCBS,,2020-12-12
Net Receivables / (Payables),,,,19.2031,0.0191,Axis Mutual Fund,AXISCBS,,2020-12-12
GRAND TOTAL,,,,1002.38,1.0,Axis Mutual Fund,AXISCBS,,2020-12-12
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,13100.0,13262.4138,0.0918,Axis Mutual Fund,AXISCDL,,2020-12-12
8.285% Tata Capital Limited (10/05/2027) ,INE976I07CT9,CRISIL AAA,12500.0,12674.0875,0.0878,Axis Mutual Fund,AXISCDL,,2020-12-12
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,12500.0,12499.7,0.0865,Axis Mutual Fund,AXISCDL,,2020-12-12
7.2092% L&T Finance Limited (29/06/2027) ,INE498L07137,ICRA AAA,12500.0,12485.4375,0.0864,Axis Mutual Fund,AXISCDL,,2020-12-12
8.3324% HDB Financial Services Limited (10/05/2027) ,INE756I07EY1,CRISIL AAA,11500.0,11664.887,0.0808,Axis Mutual Fund,AXISCDL,,2020-12-12
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,10400.0,10544.1544,0.073,Axis Mutual Fund,AXISCDL,,2020-12-12
8.25% Mahindra & Mahindra Financial Services Limited (25/03/2027) ,INE774D07VE1,CRISIL AAA,10358.0,10486.8121,0.0726,Axis Mutual Fund,AXISCDL,,2020-12-12
8.24% L&T Finance Limited (16/06/2027) ,INE498L07038,ICRA AAA,7500.0,7602.1575,0.0526,Axis Mutual Fund,AXISCDL,,2020-12-12
8.12% Sundaram Finance Limited (21/06/2027) ,INE660A07RT4,ICRA AAA,7500.0,7596.7125,0.0526,Axis Mutual Fund,AXISCDL,,2020-12-12
6.99% Sundaram Finance Limited (28/05/2027) ,INE660A07RY4,CRISIL AAA,7500.0,7480.0125,0.0518,Axis Mutual Fund,AXISCDL,,2020-12-12
8.2378% HDB Financial Services Limited (06/04/2027) ,INE756I07EX3,CRISIL AAA,6000.0,6073.932,0.0421,Axis Mutual Fund,AXISCDL,,2020-12-12
8.2366% Kotak Mahindra Investments Limited (27/05/2027) ,INE975F07IQ0,CRISIL AAA,5000.0,5064.97,0.0351,Axis Mutual Fund,AXISCDL,,2020-12-12
8.1167% Bajaj Finance Limited (10/05/2027) ,INE296A07SX7,CRISIL AAA,5000.0,5058.49,0.035,Axis Mutual Fund,AXISCDL,,2020-12-12
8% Mahindra & Mahindra Financial Services Limited (27/04/2027) ,INE774D07VJ0,CRISIL AAA,5000.0,5043.38,0.0349,Axis Mutual Fund,AXISCDL,,2020-12-12
8.1929% Kotak Mahindra Investments Limited (28/01/2027) ,INE975F07IP2,CRISIL AAA,4500.0,4544.694,0.0315,Axis Mutual Fund,AXISCDL,,2020-12-12
7.70% Bajaj Finance Limited (07/06/2027) ,INE296A07RZ4,CRISIL AAA,250.0,2516.7075,0.0174,Axis Mutual Fund,AXISCDL,,2020-12-12
8.3774% Kotak Mahindra Investments Limited (21/06/2027) ,INE975F07IR8,CRISIL AAA,1500.0,1521.387,0.0105,Axis Mutual Fund,AXISCDL,,2020-12-12
8.225% Kotak Mahindra Prime Limited (21/04/2027) ,INE916DA7SO7,CRISIL AAA,500.0,506.192,0.0035,Axis Mutual Fund,AXISCDL,,2020-12-12
8.1% Bajaj Finance Limited (08/01/2027) ,INE296A07SR9,CRISIL AAA,300.0,302.9454,0.0021,Axis Mutual Fund,AXISCDL,,2020-12-12
Sub Total,,,,136929.0727,0.948,Axis Mutual Fund,AXISCDL,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCDL,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISCDL,,2020-12-12
Total,,,,136929.0727,0.948,Axis Mutual Fund,AXISCDL,,2020-12-12
Clearing Corporation of India Ltd,,,,952.1865,0.0066,Axis Mutual Fund,AXISCDL,,2020-12-12
Sub Total,,,,952.1865,0.0066,Axis Mutual Fund,AXISCDL,,2020-12-12
Total,,,,952.1865,0.0066,Axis Mutual Fund,AXISCDL,,2020-12-12
Net Receivables / (Payables),,,,6551.6708,0.0454,Axis Mutual Fund,AXISCDL,,2020-12-12
GRAND TOTAL,,,,144432.93,1.0,Axis Mutual Fund,AXISCDL,,2020-12-12
7.65% HDB Financial Services Limited (10/09/2027) ,INE756I07EJ2,CRISIL AAA,30.0,301.9458,0.1295,Axis Mutual Fund,AXISCFS,,2020-12-12
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,250.0,253.5883,0.1088,Axis Mutual Fund,AXISCFS,,2020-12-12
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,253.384,0.1087,Axis Mutual Fund,AXISCFS,,2020-12-12
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,200.0,202.9396,0.0871,Axis Mutual Fund,AXISCFS,,2020-12-12
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,20.0,202.1326,0.0867,Axis Mutual Fund,AXISCFS,,2020-12-12
7.90% Mahindra & Mahindra Financial Services Limited (30/08/2027) ,INE774D07UM6,CARE AAA,20.0,201.8494,0.0866,Axis Mutual Fund,AXISCFS,,2020-12-12
7.59% National Housing Bank (08/09/2027) ,INE557F08FZ1,CRISIL AAA,150.0,151.9598,0.0652,Axis Mutual Fund,AXISCFS,,2020-12-12
7.56% REC Limited (31/08/2027) ,INE020B08FF1,ICRA AAA,150.0,151.7609,0.0651,Axis Mutual Fund,AXISCFS,,2020-12-12
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,100.0,101.4526,0.0435,Axis Mutual Fund,AXISCFS,,2020-12-12
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,100.0,101.3861,0.0435,Axis Mutual Fund,AXISCFS,,2020-12-12
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,100.0,101.3539,0.0435,Axis Mutual Fund,AXISCFS,,2020-12-12
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,100.0,101.2398,0.0434,Axis Mutual Fund,AXISCFS,,2020-12-12
7.15% Power Finance Corporation Limited (08/09/2027) ,INE134E08LT3,CRISIL AAA,10.0,100.5345,0.0431,Axis Mutual Fund,AXISCFS,,2020-12-12
Sub Total,,,,2225.5272,0.9547,Axis Mutual Fund,AXISCFS,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCFS,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISCFS,,2020-12-12
Total,,,,2225.5272,0.9547,Axis Mutual Fund,AXISCFS,,2020-12-12
Clearing Corporation of India Ltd,,,,41.5485,0.0178,Axis Mutual Fund,AXISCFS,,2020-12-12
Sub Total,,,,41.5485,0.0178,Axis Mutual Fund,AXISCFS,,2020-12-12
Total,,,,41.5485,0.0178,Axis Mutual Fund,AXISCFS,,2020-12-12
Net Receivables / (Payables),,,,63.9543,0.0275,Axis Mutual Fund,AXISCFS,,2020-12-12
GRAND TOTAL,,,,2331.03,1.0,Axis Mutual Fund,AXISCFS,,2020-12-12
7.18% Government of India (14/08/2033),IN0020230085,Sovereign,59500000.0,61388.8275,0.0641,Axis Mutual Fund,AXISCOF,,2020-12-12
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,38500000.0,38841.341,0.0406,Axis Mutual Fund,AXISCOF,,2020-12-12
6.48% Government of India (06/10/2035),IN0020250091,Sovereign,29500000.0,29260.637,0.0306,Axis Mutual Fund,AXISCOF,,2020-12-12
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,24500.0,24830.799,0.0259,Axis Mutual Fund,AXISCOF,,2020-12-12
7.42% Small Industries Dev Bank of India (12/03/2029) ,INE556F08KW0,CRISIL AAA,20000.0,20260.2,0.0212,Axis Mutual Fund,AXISCOF,,2020-12-12
7.34% Small Industries Dev Bank of India (26/02/2029) ,INE556F08KS8,CRISIL AAA,20000.0,20223.4,0.0211,Axis Mutual Fund,AXISCOF,,2020-12-12
7.02% Bajaj Housing Finance Limited (26/05/2028) ,INE377Y07565,CRISIL AAA,20000.0,19966.34,0.0209,Axis Mutual Fund,AXISCOF,,2020-12-12
7.4% Bharti Telecom Limited (01/02/2029) ,INE403D08298,CRISIL AAA,19000.0,19000.247,0.0198,Axis Mutual Fund,AXISCOF,,2020-12-12
7.69% REC Limited (31/03/2033) ,INE020B08EG2,CRISIL AAA,17500.0,18053.035,0.0189,Axis Mutual Fund,AXISCOF,,2020-12-12
8.23% Indian Railway Finance Corporation Limited (29/03/2029) ,INE053F07BE7,CRISIL AAA,1550.0,16091.6505,0.0168,Axis Mutual Fund,AXISCOF,,2020-12-12
7.45% ICICI Securities Limited (24/11/2028) ,INE763G08967,CRISIL AAA,13298.0,13268.4252,0.0139,Axis Mutual Fund,AXISCOF,,2020-12-12
7.62% National Bank For Agriculture and Rural Development (31/01/2028),INE261F08DV4,CRISIL AAA,12500.0,12682.6375,0.0132,Axis Mutual Fund,AXISCOF,,2020-12-12
7.87% IndiGRID Infrastructure Trust (24/02/2027) ,INE219X07454,CRISIL AAA,12500.0,12628.5375,0.0132,Axis Mutual Fund,AXISCOF,,2020-12-12
6.60% REC Limited (30/06/2027),INE020B08FZ9,ICRA AAA,12500.0,12461.8,0.013,Axis Mutual Fund,AXISCOF,,2020-12-12
7.3763% Bajaj Finance Limited (26/06/2028),INE296A07TJ4,CRISIL AAA,12000.0,12032.268,0.0126,Axis Mutual Fund,AXISCOF,,2020-12-12
7.6% Kotak Mahindra Prime Limited (19/05/2028) ,INE916DA7SZ3,CRISIL AAA,11000.0,11087.868,0.0116,Axis Mutual Fund,AXISCOF,,2020-12-12
8% Kohima-Mariani Transmission Limited (30/06/2027) ,INE483Z08012,IND AAA,11300.0,11013.4772,0.0115,Axis Mutual Fund,AXISCOF,,2020-12-12
7.89% Summit Digitel Infrastructure Limited (30/04/2029) ,INE507T07138,CRISIL AAA,10000.0,10229.59,0.0107,Axis Mutual Fund,AXISCOF,,2020-12-12
7.77% REC Limited (31/03/2028) ,INE020B08EH0,CRISIL AAA,10000.0,10192.53,0.0106,Axis Mutual Fund,AXISCOF,,2020-12-12
7.56% REC Limited (31/08/2027) ,INE020B08FF1,ICRA AAA,10000.0,10117.39,0.0106,Axis Mutual Fund,AXISCOF,,2020-12-12
7.20% Larsen & Toubro Limited (22/01/2035) ,INE018A08BM2,CRISIL AAA,10000.0,10035.13,0.0105,Axis Mutual Fund,AXISCOF,,2020-12-12
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,10000.0,9988.07,0.0104,Axis Mutual Fund,AXISCOF,,2020-12-12
7.25% RJ Corp Limited (08/12/2028) ,INE460K08053,CRISIL AAA,10000.0,9978.18,0.0104,Axis Mutual Fund,AXISCOF,,2020-12-12
6.52% REC Limited (31/01/2028),INE020B08FW6,ICRA AAA,10000.0,9943.39,0.0104,Axis Mutual Fund,AXISCOF,,2020-12-12
7.65% HDB Financial Services Limited (10/09/2027) ,INE756I07EJ2,CRISIL AAA,970.0,9762.9142,0.0102,Axis Mutual Fund,AXISCOF,,2020-12-12
7.48% National Bank For Agriculture and Rural Development (15/09/2028) ,INE261F08EO7,CRISIL AAA,9500.0,9637.997,0.0101,Axis Mutual Fund,AXISCOF,,2020-12-12
7.46% REC Limited (30/06/2028) ,INE020B08EK4,CRISIL AAA,9000.0,9126.099,0.0095,Axis Mutual Fund,AXISCOF,,2020-12-12
7.83% Small Industries Dev Bank of India (24/11/2028) ,INE556F08KL3,CRISIL AAA,8500.0,8700.1325,0.0091,Axis Mutual Fund,AXISCOF,,2020-12-12
7.6% Power Finance Corporation Limited (13/04/2029) ,INE134E08MX3,CRISIL AAA,8500.0,8681.7215,0.0091,Axis Mutual Fund,AXISCOF,,2020-12-12
8.098% Tata Capital Limited (23/09/2027) ,INE976I07CY9,CRISIL AAA,8000.0,8122.688,0.0085,Axis Mutual Fund,AXISCOF,,2020-12-12
7.64% Power Finance Corporation Limited (22/02/2033) ,INE134E08MA1,CRISIL AAA,7500.0,7684.86,0.008,Axis Mutual Fund,AXISCOF,,2020-12-12
7.86% Tata Capital Housing Finance Limited (21/09/2029) ,INE033L07IJ1,CRISIL AAA,7500.0,7677.21,0.008,Axis Mutual Fund,AXISCOF,,2020-12-12
7.58% REC Limited (31/05/2029) ,INE020B08FD6,ICRA AAA,7500.0,7659.1875,0.008,Axis Mutual Fund,AXISCOF,,2020-12-12
7.62% National Bank For Agriculture and Rural Development (10/05/2029) ,INE261F08EH1,CRISIL AAA,7500.0,7655.595,0.008,Axis Mutual Fund,AXISCOF,,2020-12-12
7.51% Small Industries Dev Bank of India (12/06/2028) ,INE556F08KU4,CRISIL AAA,7500.0,7614.195,0.008,Axis Mutual Fund,AXISCOF,,2020-12-12
7.44% National Bank For Agriculture and Rural Development (24/02/2028) ,INE261F08EK5,CRISIL AAA,7500.0,7585.395,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-12
7.60% Bajaj Finance Limited (11/02/2030),INE296A07RD1,CRISIL AAA,750.0,7565.1525,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-12
7.45% Bharti Telecom Limited (15/12/2028),INE403D08280,CRISIL AAA,7500.0,7521.63,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-12
7.123% Tata Capital Housing Finance Limited (21/07/2027),INE033L07IO1,CRISIL AAA,7500.0,7503.69,0.0078,Axis Mutual Fund,AXISCOF,,2020-12-12
7.55% L&T Metro Rail (Hyderabad) Limited (28/04/2035) ,INE128M08094,CRISIL AAA(CE),7500.0,7496.1675,0.0078,Axis Mutual Fund,AXISCOF,,2020-12-12
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,7000.0,7182.091,0.0075,Axis Mutual Fund,AXISCOF,,2020-12-12
8.35% Indian Railway Finance Corporation Limited (13/03/2029) ,INE053F07BC1,CRISIL AAA,650.0,6767.1175,0.0071,Axis Mutual Fund,AXISCOF,,2020-12-12
7.68% Small Industries Dev Bank of India (09/07/2027) ,INE556F08KO7,CRISIL AAA,6500.0,6584.7405,0.0069,Axis Mutual Fund,AXISCOF,,2020-12-12
8.55% Indian Railway Finance Corporation Limited (21/02/2029) ,INE053F07BA5,CRISIL AAA,600.0,6276.066,0.0066,Axis Mutual Fund,AXISCOF,,2020-12-12
7.5% West Bengal State Development Loans (03/12/2037),IN3420250166,Sovereign,6000000.0,6019.194,0.0063,Axis Mutual Fund,AXISCOF,,2020-12-12
7.49% punjab State Development Loans (03/12/2035),IN2820250149,Sovereign,6000000.0,6012.042,0.0063,Axis Mutual Fund,AXISCOF,,2020-12-12
7.3% Bharti Telecom Limited (01/12/2027) ,INE403D08306,CRISIL AAA,6000.0,6006.93,0.0063,Axis Mutual Fund,AXISCOF,,2020-12-12
7.75% Power Finance Corporation Limited (11/06/2030) ,INE134E08KV1,CRISIL AAA,550.0,5656.145,0.0059,Axis Mutual Fund,AXISCOF,,2020-12-12
7.725% Larsen & Toubro Limited (28/04/2028) ,INE018A08BE9,CRISIL AAA,5500.0,5611.1,0.0059,Axis Mutual Fund,AXISCOF,,2020-12-12
7.47% Small Industries Dev Bank of India (05/09/2029) ,INE556F08KR0,CRISIL AAA,5500.0,5589.0175,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-12
8.3439% HDB Financial Services Limited (05/07/2027) ,INE756I07EZ8,CRISIL AAA,5500.0,5585.03,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-12
7.15% Sundaram Home Finance Limited (16/05/2028) ,INE667F07JB3,ICRA AAA,5500.0,5502.4915,0.0057,Axis Mutual Fund,AXISCOF,,2020-12-12
8.1% Tata Capital Housing Finance Limited (13/12/2028) ,INE033L07IB8,CRISIL AAA,5000.0,5132.315,0.0054,Axis Mutual Fund,AXISCOF,,2020-12-12
7.71% HDFC Bank Limited (20/12/2033) ,INE040A08AJ4,CRISIL AAA,5000.0,5125.505,0.0054,Axis Mutual Fund,AXISCOF,,2020-12-12
7.69% LIC Housing Finance Limited (06/02/2034) ,INE115A07QN4,CRISIL AAA,5000.0,5099.785,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.85% IndiGRID Infrastructure Trust (28/02/2028) ,INE219X07363,ICRA AAA,5000.0,5090.23,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.49% Small Industries Dev Bank of India (11/06/2029) ,INE556F08KX8,CRISIL AAA,5000.0,5079.35,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.45% Power Finance Corporation Limited (15/07/2028),INE134E08NP7,CRISIL AAA,5000.0,5069.465,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.35% National Housing Bank (02/01/2032) ,INE557F08GD6,CARE AAA,5000.0,5061.245,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.42% Power Finance Corporation Limited (15/04/2028) ,INE134E08NL6,CRISIL AAA,5000.0,5059.705,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.66% Bajaj Housing Finance Limited (20/03/2028) ,INE377Y07532,CRISIL AAA,5000.0,5059.32,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.43% National Bank For Financing Infrastructure And Development (16/06/2033) ,INE0KUG08019,CRISIL AAA,5000.0,5054.605,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,500.0,5053.315,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-12
7.50% Bajaj Housing Finance Limited (09/04/2035) ,INE377Y07540,CRISIL AAA,5000.0,5011.795,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-12
7.04% IndiGRID Infrastructure Trust (27/09/2028) ,INE219X07512,CRISIL AAA,5000.0,5009.82,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-12
7.05% Sundaram Finance Limited (11/10/2028) ,INE660A07SA2,ICRA AAA,5000.0,4984.04,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-12
6.61% Power Finance Corporation Limited (15/07/2028) ,INE134E08NS1,CRISIL AAA,5000.0,4971.44,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-12
7.75% Tata Capital Housing Finance Limited (18/05/2027) ,INE033L07HQ8,CRISIL AAA,450.0,4539.0915,0.0047,Axis Mutual Fund,AXISCOF,,2020-12-12
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,4500.0,4514.481,0.0047,Axis Mutual Fund,AXISCOF,,2020-12-12
7.9611% HDB Financial Services Limited (05/01/2028) ,INE756I07FB6,CRISIL AAA,4000.0,4055.092,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-12
8.01% Mahindra & Mahindra Financial Services Limited (24/12/2027) ,INE774D07VG6,CRISIL AAA,4000.0,4053.728,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-12
7.89% Tata Capital Limited (26/07/2027) ,INE306N07MX0,CRISIL AAA,400.0,4040.26,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-12
7.52% Power Grid Corporation of India Limited (23/03/2033) ,INE752E08684,CRISIL AAA,5000.0,3837.54,0.004,Axis Mutual Fund,AXISCOF,,2020-12-12
7.7% Power Grid Corporation of India Limited (12/10/2033) ,INE752E08718,CRISIL AAA,4500.0,3691.3815,0.0039,Axis Mutual Fund,AXISCOF,,2020-12-12
7.7% Nuclear Power Corporation Of India Limited (21/03/2038) ,INE206D08501,ICRA AAA,3500.0,3570.0805,0.0037,Axis Mutual Fund,AXISCOF,,2020-12-12
7.56% Bajaj Housing Finance Limited (04/10/2034) ,INE377Y07516,CRISIL AAA,3500.0,3531.3285,0.0037,Axis Mutual Fund,AXISCOF,,2020-12-12
7.56% LIC Housing Finance Limited (14/06/2027) ,INE115A07MC6,CRISIL AAA,350.0,3527.2545,0.0037,Axis Mutual Fund,AXISCOF,,2020-12-12
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,3400.0,3449.3884,0.0036,Axis Mutual Fund,AXISCOF,,2020-12-12
8.05% HDB Financial Services Limited (08/08/2029) ,INE756I07EV7,CRISIL AAA,300.0,3060.774,0.0032,Axis Mutual Fund,AXISCOF,,2020-12-12
8.1% Tata Capital Housing Finance Limited (19/02/2027) ,INE033L07IE2,CRISIL AAA,3000.0,3033.987,0.0032,Axis Mutual Fund,AXISCOF,,2020-12-12
7.17% Tata Capital Housing Finance Limited (21/05/2030) ,INE033L07IP8,CRISIL AAA,3000.0,3000.951,0.0031,Axis Mutual Fund,AXISCOF,,2020-12-12
7.26% Government of India (06/02/2033),IN0020220151,Sovereign,2500000.0,2587.62,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
7.75% HDFC Bank Limited (13/06/2033) ,INE040A08AF2,CRISIL AAA,2500.0,2557.97,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
7.90% Jamnagar Utilities & Power Private Limited (10/08/2028) ,INE936D07182,CRISIL AAA,2500.0,2548.4075,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
7.82% Bajaj Finance Limited (31/01/2034) ,INE296A07SV1,CRISIL AAA,2500.0,2547.345,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
7.67% LIC Housing Finance Limited (15/04/2033) ,INE115A07QK0,CRISIL AAA,250.0,2543.8625,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
7.65% HDFC Bank Limited (25/05/2033) ,INE040A08930,CRISIL AAA,2500.0,2543.11,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
8.05% Kotak Mahindra Prime Limited (28/02/2028) ,INE916DA7SE8,CRISIL AAA,2500.0,2540.8825,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-12
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,2500.0,2536.745,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.45% Export Import Bank of India (12/04/2028) ,INE514E08GB4,CRISIL AAA,2500.0,2536.475,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.35% Export Import Bank of India (27/07/2028) ,INE514E08GE8,CRISIL AAA,2500.0,2534.69,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.712% Tata Capital Housing Finance Limited (14/01/2028) ,INE033L07IK9,CRISIL AAA,2500.0,2529.6425,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.29% National Housing Bank (04/07/2031) ,INE557F08GC8,CARE AAA,2500.0,2527.7575,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.58% LIC Housing Finance Limited (23/03/2035) ,INE115A07RF8,CRISIL AAA,2500.0,2527.27,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.96% Pipeline Infrastructure Private Limited (11/03/2027) ,INE01XX07059,CRISIL AAA,2500.0,2527.1675,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
8.135% Kotak Mahindra Prime Limited (10/02/2027) ,INE916DA7SR0,CRISIL AAA,2500.0,2525.7625,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.60% Power Finance Corporation Limited (20/02/2027) ,INE134E08IT9,CRISIL AAA,250.0,2525.545,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.12% Export Import Bank of India (27/06/2030) ,INE514E08GF5,CRISIL AAA,2500.0,2523.77,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.32% REC Limited (28/02/2035) ,INE020B08FQ8,CRISIL AAA,2500.0,2523.7575,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.12% Power Grid Corporation of India Limited (24/12/2034) ,INE752E08775,CRISIL AAA,2500.0,2516.6775,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.08% Power Grid Corporation of India Limited (25/10/2034) ,INE752E08767,CRISIL AAA,2500.0,2508.9675,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
7.2% REC Limited (15/01/2035) ,INE020B08FN5,CRISIL AAA,2500.0,2504.2425,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-12
