Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Canara Bank (18/03/2026) ,INE476A16B64,CRISIL A1+,2000.0,9836.57,0.0072,Axis Mutual Fund,AXISBDF,,2020-12-05
Kotak Mahindra Bank Limited (19/03/2026) ,INE237A168Z9,CRISIL A1+,2000.0,9834.8,0.0072,Axis Mutual Fund,AXISBDF,,2020-12-05
Export Import Bank of India (20/03/2026) ,INE514E16CK7,CRISIL A1+,1500.0,7375.59,0.0054,Axis Mutual Fund,AXISBDF,,2020-12-05
Bank of Baroda (18/12/2025) ,INE028A16JY2,IND A1+,500.0,2495.2775,0.0018,Axis Mutual Fund,AXISBDF,,2020-12-05
Sub Total,,,,68767.5975,0.0501,Axis Mutual Fund,AXISBDF,,2020-12-05
Indian Oil Corporation Limited (10/12/2025) ,INE242A14YK2,CRISIL A1+,2000.0,9993.7,0.0073,Axis Mutual Fund,AXISBDF,,2020-12-05
Sub Total,,,,9993.7,0.0073,Axis Mutual Fund,AXISBDF,,2020-12-05
Total,,,,78761.2975,0.0574,Axis Mutual Fund,AXISBDF,,2020-12-05
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,35306.678,4061.7021,0.003,Axis Mutual Fund,AXISBDF,,2020-12-05
Sub Total,,,,4061.7021,0.003,Axis Mutual Fund,AXISBDF,,2020-12-05
Total,,,,4061.7021,0.003,Axis Mutual Fund,AXISBDF,,2020-12-05
Clearing Corporation of India Ltd,,,,11384.0782,0.0083,Axis Mutual Fund,AXISBDF,,2020-12-05
Sub Total,,,,11384.0782,0.0083,Axis Mutual Fund,AXISBDF,,2020-12-05
Total,,,,11384.0782,0.0083,Axis Mutual Fund,AXISBDF,,2020-12-05
Net Receivables / (Payables),,,,34662.1268,0.0252,Axis Mutual Fund,AXISBDF,,2020-12-05
GRAND TOTAL,,,,1371542.13,1.0,Axis Mutual Fund,AXISBDF,,2020-12-05
7.49% Tamilnadu State Development Loans (24/04/2034),IN3120240038,,500000.0,509.297,0.5026,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.42% Tamilnadu State Development Loans (03/04/2034),IN3120240012,,150000.0,152.1209,0.1501,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.72% Maharashtra State Development Loans (25/05/2034),IN2220220072,,80000.0,82.6574,0.0816,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.94% Haryana State Development Loans (29/06/2034),IN1620220120,,70000.0,73.1331,0.0722,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.44% Tamilnadu State Development Loans (05/06/2034),IN3120240103,,62300.0,63.2816,0.0624,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.9% Andhra Pradesh State Development Loans (01/06/2034),IN1020220167,,50000.0,52.1604,0.0515,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.43% Tamilnadu State Development Loans (08/05/2034),IN3120240053,,30000.0,30.4504,0.03,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
7.44% Karnataka State Development Loans (28/02/2034),IN1920230274,,22800.0,23.1472,0.0228,Axis Mutual Fund,AXISCBS,Sovereign,2020-12-05
Sub Total,,,,986.2479,0.9732,Axis Mutual Fund,AXISCBS,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCBS,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISCBS,,2020-12-05
Total,,,,986.2479,0.9732,Axis Mutual Fund,AXISCBS,,2020-12-05
Clearing Corporation of India Ltd,,,,9.5773,0.0095,Axis Mutual Fund,AXISCBS,,2020-12-05
Sub Total,,,,9.5773,0.0095,Axis Mutual Fund,AXISCBS,,2020-12-05
Total,,,,9.5773,0.0095,Axis Mutual Fund,AXISCBS,,2020-12-05
Net Receivables / (Payables),,,,17.5548,0.0173,Axis Mutual Fund,AXISCBS,,2020-12-05
GRAND TOTAL,,,,1013.38,1.0,Axis Mutual Fund,AXISCBS,,2020-12-05
7.2092% L&T Finance Limited (29/06/2027) ,INE498L07137,ICRA AAA,13500.0,13524.57,0.0882,Axis Mutual Fund,AXISCDL,,2020-12-05
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,13100.0,13298.9104,0.0867,Axis Mutual Fund,AXISCDL,,2020-12-05
8.285% Tata Capital Limited (10/05/2027) ,INE976I07CT9,CRISIL AAA,12500.0,12703.125,0.0828,Axis Mutual Fund,AXISCDL,,2020-12-05
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,12500.0,12528.6375,0.0817,Axis Mutual Fund,AXISCDL,,2020-12-05
8.3324% HDB Financial Services Limited (10/05/2027) ,INE756I07EY1,CRISIL AAA,11500.0,11692.441,0.0762,Axis Mutual Fund,AXISCDL,,2020-12-05
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,10400.0,10568.2512,0.0689,Axis Mutual Fund,AXISCDL,,2020-12-05
8.25% Mahindra & Mahindra Financial Services Limited (25/03/2027) ,INE774D07VE1,CRISIL AAA,10358.0,10508.5432,0.0685,Axis Mutual Fund,AXISCDL,,2020-12-05
8.24% L&T Finance Limited (16/06/2027) ,INE498L07038,ICRA AAA,7500.0,7625.28,0.0497,Axis Mutual Fund,AXISCDL,,2020-12-05
8.12% Sundaram Finance Limited (21/06/2027) ,INE660A07RT4,ICRA AAA,7500.0,7617.9375,0.0497,Axis Mutual Fund,AXISCDL,,2020-12-05
6.99% Sundaram Finance Limited (28/05/2027) ,INE660A07RY4,CRISIL AAA,7500.0,7498.695,0.0489,Axis Mutual Fund,AXISCDL,,2020-12-05
8.2378% HDB Financial Services Limited (06/04/2027) ,INE756I07EX3,CRISIL AAA,6000.0,6087.684,0.0397,Axis Mutual Fund,AXISCDL,,2020-12-05
8.2366% Kotak Mahindra Investments Limited (27/05/2027) ,INE975F07IQ0,CRISIL AAA,5000.0,5076.04,0.0331,Axis Mutual Fund,AXISCDL,,2020-12-05
8.1167% Bajaj Finance Limited (10/05/2027) ,INE296A07SX7,CRISIL AAA,5000.0,5069.935,0.033,Axis Mutual Fund,AXISCDL,,2020-12-05
8% Mahindra & Mahindra Financial Services Limited (27/04/2027) ,INE774D07VJ0,CRISIL AAA,5000.0,5055.635,0.033,Axis Mutual Fund,AXISCDL,,2020-12-05
8.1929% Kotak Mahindra Investments Limited (28/01/2027) ,INE975F07IP2,CRISIL AAA,4500.0,4555.197,0.0297,Axis Mutual Fund,AXISCDL,,2020-12-05
8.225% Kotak Mahindra Prime Limited (21/04/2027) ,INE916DA7SO7,CRISIL AAA,3000.0,3044.703,0.0198,Axis Mutual Fund,AXISCDL,,2020-12-05
7.35% Sundaram Finance Limited (23/04/2027) ,INE660A07RW8,CRISIL AAA,3000.0,3013.14,0.0196,Axis Mutual Fund,AXISCDL,,2020-12-05
7.70% Bajaj Finance Limited (07/06/2027) ,INE296A07RZ4,CRISIL AAA,250.0,2522.52,0.0164,Axis Mutual Fund,AXISCDL,,2020-12-05
8.3774% Kotak Mahindra Investments Limited (21/06/2027) ,INE975F07IR8,CRISIL AAA,1500.0,1525.0065,0.0099,Axis Mutual Fund,AXISCDL,,2020-12-05
8.1% Bajaj Finance Limited (08/01/2027) ,INE296A07SR9,CRISIL AAA,300.0,303.5322,0.002,Axis Mutual Fund,AXISCDL,,2020-12-05
Sub Total,,,,143819.7835,0.9375,Axis Mutual Fund,AXISCDL,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCDL,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISCDL,,2020-12-05
Total,,,,143819.7835,0.9375,Axis Mutual Fund,AXISCDL,,2020-12-05
Clearing Corporation of India Ltd,,,,1871.6819,0.0122,Axis Mutual Fund,AXISCDL,,2020-12-05
Sub Total,,,,1871.6819,0.0122,Axis Mutual Fund,AXISCDL,,2020-12-05
Total,,,,1871.6819,0.0122,Axis Mutual Fund,AXISCDL,,2020-12-05
Net Receivables / (Payables),,,,7723.1446,0.0503,Axis Mutual Fund,AXISCDL,,2020-12-05
GRAND TOTAL,,,,153414.61,1.0,Axis Mutual Fund,AXISCDL,,2020-12-05
7.65% HDB Financial Services Limited (10/09/2027) ,INE756I07EJ2,CRISIL AAA,30.0,302.7039,0.1298,Axis Mutual Fund,AXISCFS,,2020-12-05
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,250.0,254.2433,0.109,Axis Mutual Fund,AXISCFS,,2020-12-05
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,254.0638,0.1089,Axis Mutual Fund,AXISCFS,,2020-12-05
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,200.0,203.6006,0.0873,Axis Mutual Fund,AXISCFS,,2020-12-05
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,20.0,202.8098,0.087,Axis Mutual Fund,AXISCFS,,2020-12-05
7.90% Mahindra & Mahindra Financial Services Limited (30/08/2027) ,INE774D07UM6,CARE AAA,20.0,202.45,0.0868,Axis Mutual Fund,AXISCFS,,2020-12-05
7.59% National Housing Bank (08/09/2027) ,INE557F08FZ1,CRISIL AAA,150.0,152.4213,0.0653,Axis Mutual Fund,AXISCFS,,2020-12-05
7.56% REC Limited (31/08/2027) ,INE020B08FF1,ICRA AAA,150.0,152.2269,0.0653,Axis Mutual Fund,AXISCFS,,2020-12-05
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,100.0,101.7156,0.0436,Axis Mutual Fund,AXISCFS,,2020-12-05
8.33% Aditya Birla Capital Limited (19/05/2027) ,INE860H07IY4,CRISIL AAA,100.0,101.6178,0.0436,Axis Mutual Fund,AXISCFS,,2020-12-05
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,100.0,101.6104,0.0436,Axis Mutual Fund,AXISCFS,,2020-12-05
8.12% Kotak Mahindra Prime Limited (21/06/2027) ,INE916DA7SU4,CRISIL AAA,100.0,101.5184,0.0435,Axis Mutual Fund,AXISCFS,,2020-12-05
7.15% Power Finance Corporation Limited (08/09/2027) ,INE134E08LT3,CRISIL AAA,10.0,100.8196,0.0432,Axis Mutual Fund,AXISCFS,,2020-12-05
Sub Total,,,,2231.8013,0.9569,Axis Mutual Fund,AXISCFS,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISCFS,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISCFS,,2020-12-05
Total,,,,2231.8013,0.9569,Axis Mutual Fund,AXISCFS,,2020-12-05
Clearing Corporation of India Ltd,,,,40.8885,0.0175,Axis Mutual Fund,AXISCFS,,2020-12-05
Sub Total,,,,40.8885,0.0175,Axis Mutual Fund,AXISCFS,,2020-12-05
Total,,,,40.8885,0.0175,Axis Mutual Fund,AXISCFS,,2020-12-05
Net Receivables / (Payables),,,,59.7202,0.0256,Axis Mutual Fund,AXISCFS,,2020-12-05
GRAND TOTAL,,,,2332.41,1.0,Axis Mutual Fund,AXISCFS,,2020-12-05
7.18% Government of India (14/08/2033),IN0020230085,Sovereign,60000000.0,62274.72,0.0638,Axis Mutual Fund,AXISCOF,,2020-12-05
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,52000000.0,52785.512,0.0541,Axis Mutual Fund,AXISCOF,,2020-12-05
6.48% Government of India (06/10/2035),IN0020250091,Sovereign,25500000.0,25470.7005,0.0261,Axis Mutual Fund,AXISCOF,,2020-12-05
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,24500.0,24922.3555,0.0255,Axis Mutual Fund,AXISCOF,,2020-12-05
7.42% Small Industries Dev Bank of India (12/03/2029) ,INE556F08KW0,CRISIL AAA,20000.0,20395.64,0.0209,Axis Mutual Fund,AXISCOF,,2020-12-05
7.34% Small Industries Dev Bank of India (26/02/2029) ,INE556F08KS8,CRISIL AAA,20000.0,20357.66,0.0209,Axis Mutual Fund,AXISCOF,,2020-12-05
7.02% Bajaj Housing Finance Limited (26/05/2028) ,INE377Y07565,CRISIL AAA,20000.0,20038.5,0.0205,Axis Mutual Fund,AXISCOF,,2020-12-05
7.4% Bharti Telecom Limited (01/02/2029) ,INE403D08298,CRISIL AAA,19000.0,19024.13,0.0195,Axis Mutual Fund,AXISCOF,,2020-12-05
7.69% REC Limited (31/03/2033) ,INE020B08EG2,CRISIL AAA,17500.0,18080.51,0.0185,Axis Mutual Fund,AXISCOF,,2020-12-05
8.23% Indian Railway Finance Corporation Limited (29/03/2029) ,INE053F07BE7,CRISIL AAA,1550.0,16186.9445,0.0166,Axis Mutual Fund,AXISCOF,,2020-12-05
7.45% ICICI Securities Limited (24/11/2028) ,INE763G08967,CRISIL AAA,13298.0,13311.7235,0.0136,Axis Mutual Fund,AXISCOF,,2020-12-05
7.62% National Bank For Agriculture and Rural Development (31/01/2028),INE261F08DV4,CRISIL AAA,12500.0,12726.7625,0.013,Axis Mutual Fund,AXISCOF,,2020-12-05
7.87% IndiGRID Infrastructure Trust (24/02/2027) ,INE219X07454,CRISIL AAA,12500.0,12654.0,0.013,Axis Mutual Fund,AXISCOF,,2020-12-05
6.60% REC Limited (30/06/2027),INE020B08FZ9,ICRA AAA,12500.0,12494.9375,0.0128,Axis Mutual Fund,AXISCOF,,2020-12-05
7.3763% Bajaj Finance Limited (26/06/2028),INE296A07TJ4,CRISIL AAA,12000.0,12072.012,0.0124,Axis Mutual Fund,AXISCOF,,2020-12-05
7.6% Kotak Mahindra Prime Limited (19/05/2028) ,INE916DA7SZ3,CRISIL AAA,11000.0,11123.618,0.0114,Axis Mutual Fund,AXISCOF,,2020-12-05
8% Kohima-Mariani Transmission Limited (30/06/2027) ,INE483Z08012,IND AAA,11300.0,11037.1394,0.0113,Axis Mutual Fund,AXISCOF,,2020-12-05
7.89% Summit Digitel Infrastructure Limited (30/04/2029) ,INE507T07138,CRISIL AAA,10000.0,10263.58,0.0105,Axis Mutual Fund,AXISCOF,,2020-12-05
7.77% REC Limited (31/03/2028) ,INE020B08EH0,CRISIL AAA,10000.0,10230.91,0.0105,Axis Mutual Fund,AXISCOF,,2020-12-05
7.56% REC Limited (31/08/2027) ,INE020B08FF1,ICRA AAA,10000.0,10148.46,0.0104,Axis Mutual Fund,AXISCOF,,2020-12-05
7.20% Larsen & Toubro Limited (22/01/2035) ,INE018A08BM2,CRISIL AAA,10000.0,10082.54,0.0103,Axis Mutual Fund,AXISCOF,,2020-12-05
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,10000.0,10017.21,0.0103,Axis Mutual Fund,AXISCOF,,2020-12-05
6.52% REC Limited (31/01/2028),INE020B08FW6,ICRA AAA,10000.0,9976.75,0.0102,Axis Mutual Fund,AXISCOF,,2020-12-05
7.65% HDB Financial Services Limited (10/09/2027) ,INE756I07EJ2,CRISIL AAA,970.0,9787.4261,0.01,Axis Mutual Fund,AXISCOF,,2020-12-05
7.46% REC Limited (30/06/2028) ,INE020B08EK4,CRISIL AAA,9000.0,9160.488,0.0094,Axis Mutual Fund,AXISCOF,,2020-12-05
7.83% Small Industries Dev Bank of India (24/11/2028) ,INE556F08KL3,CRISIL AAA,8500.0,8756.2835,0.009,Axis Mutual Fund,AXISCOF,,2020-12-05
7.6% Power Finance Corporation Limited (13/04/2029) ,INE134E08MX3,CRISIL AAA,8500.0,8715.6365,0.0089,Axis Mutual Fund,AXISCOF,,2020-12-05
8.098% Tata Capital Limited (23/09/2027) ,INE976I07CY9,CRISIL AAA,8000.0,8146.112,0.0083,Axis Mutual Fund,AXISCOF,,2020-12-05
7.64% Power Finance Corporation Limited (22/02/2033) ,INE134E08MA1,CRISIL AAA,7500.0,7727.0025,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-05
7.58% REC Limited (31/05/2029) ,INE020B08FD6,ICRA AAA,7500.0,7694.52,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-05
7.62% National Bank For Agriculture and Rural Development (10/05/2029) ,INE261F08EH1,CRISIL AAA,7500.0,7684.65,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-05
7.86% Tata Capital Housing Finance Limited (21/09/2029) ,INE033L07IJ1,CRISIL AAA,7500.0,7669.335,0.0079,Axis Mutual Fund,AXISCOF,,2020-12-05
7.51% Small Industries Dev Bank of India (12/06/2028) ,INE556F08KU4,CRISIL AAA,7500.0,7649.5875,0.0078,Axis Mutual Fund,AXISCOF,,2020-12-05
7.44% National Bank For Agriculture and Rural Development (24/02/2028) ,INE261F08EK5,CRISIL AAA,7500.0,7612.425,0.0078,Axis Mutual Fund,AXISCOF,,2020-12-05
7.60% Bajaj Finance Limited (11/02/2030),INE296A07RD1,CRISIL AAA,750.0,7599.9075,0.0078,Axis Mutual Fund,AXISCOF,,2020-12-05
7.55% L&T Metro Rail (Hyderabad) Limited (28/04/2035) ,INE128M08094,CRISIL AAA(CE),7500.0,7533.09,0.0077,Axis Mutual Fund,AXISCOF,,2020-12-05
7.45% Bharti Telecom Limited (15/12/2028),INE403D08280,CRISIL AAA,7500.0,7529.91,0.0077,Axis Mutual Fund,AXISCOF,,2020-12-05
7.123% Tata Capital Housing Finance Limited (21/07/2027),INE033L07IO1,CRISIL AAA,7500.0,7527.4275,0.0077,Axis Mutual Fund,AXISCOF,,2020-12-05
6.80% National Housing Bank (02/04/2032) ,INE557F08GE4,CARE AAA,7500.0,7437.8025,0.0076,Axis Mutual Fund,AXISCOF,,2020-12-05
6.33% Government of India (05/05/2035),IN0020250026,Sovereign,7500000.0,7401.1575,0.0076,Axis Mutual Fund,AXISCOF,,2020-12-05
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,7000.0,7207.298,0.0074,Axis Mutual Fund,AXISCOF,,2020-12-05
7.48% National Bank For Agriculture and Rural Development (15/09/2028) ,INE261F08EO7,CRISIL AAA,7000.0,7128.163,0.0073,Axis Mutual Fund,AXISCOF,,2020-12-05
8.35% Indian Railway Finance Corporation Limited (13/03/2029) ,INE053F07BC1,CRISIL AAA,650.0,6806.826,0.007,Axis Mutual Fund,AXISCOF,,2020-12-05
7.68% Small Industries Dev Bank of India (09/07/2027) ,INE556F08KO7,CRISIL AAA,6500.0,6600.529,0.0068,Axis Mutual Fund,AXISCOF,,2020-12-05
7.49% punjab State Development Loans (03/12/2035),IN2820250149,Sovereign,6500000.0,6556.81,0.0067,Axis Mutual Fund,AXISCOF,,2020-12-05
8.55% Indian Railway Finance Corporation Limited (21/02/2029) ,INE053F07BA5,CRISIL AAA,600.0,6312.492,0.0065,Axis Mutual Fund,AXISCOF,,2020-12-05
7.5% West Bengal State Development Loans (03/12/2037),IN3420250166,Sovereign,6000000.0,6027.036,0.0062,Axis Mutual Fund,AXISCOF,,2020-12-05
7.3% Bharti Telecom Limited (01/12/2027) ,INE403D08306,CRISIL AAA,6000.0,6003.768,0.0062,Axis Mutual Fund,AXISCOF,,2020-12-05
7.75% Power Finance Corporation Limited (11/06/2030) ,INE134E08KV1,CRISIL AAA,550.0,5697.0595,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-05
8.05% HDB Financial Services Limited (08/08/2029) ,INE756I07EV7,CRISIL AAA,550.0,5632.7865,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-05
7.47% Small Industries Dev Bank of India (05/09/2029) ,INE556F08KR0,CRISIL AAA,5500.0,5630.5645,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-05
7.725% Larsen & Toubro Limited (28/04/2028) ,INE018A08BE9,CRISIL AAA,5500.0,5629.3545,0.0058,Axis Mutual Fund,AXISCOF,,2020-12-05
8.3439% HDB Financial Services Limited (05/07/2027) ,INE756I07EZ8,CRISIL AAA,5500.0,5598.274,0.0057,Axis Mutual Fund,AXISCOF,,2020-12-05
7.15% Sundaram Home Finance Limited (16/05/2028) ,INE667F07JB3,ICRA AAA,5500.0,5515.6805,0.0057,Axis Mutual Fund,AXISCOF,,2020-12-05
7.71% HDFC Bank Limited (20/12/2033) ,INE040A08AJ4,CRISIL AAA,5000.0,5149.535,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-05
8.1% Tata Capital Housing Finance Limited (13/12/2028) ,INE033L07IB8,CRISIL AAA,5000.0,5140.035,0.0053,Axis Mutual Fund,AXISCOF,,2020-12-05
7.49% Small Industries Dev Bank of India (11/06/2029) ,INE556F08KX8,CRISIL AAA,5000.0,5115.75,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.69% LIC Housing Finance Limited (06/02/2034) ,INE115A07QN4,CRISIL AAA,5000.0,5114.985,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.85% IndiGRID Infrastructure Trust (28/02/2028) ,INE219X07363,ICRA AAA,5000.0,5108.17,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.38% Power Finance Corporation Limited (15/01/2032) ,INE134E08NM4,CRISIL AAA,5000.0,5099.155,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.35% Export Import Bank of India (27/07/2028) ,INE514E08GE8,CRISIL AAA,5000.0,5095.2,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.35% National Housing Bank (02/01/2032) ,INE557F08GD6,CARE AAA,5000.0,5093.495,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.45% Power Finance Corporation Limited (15/07/2028),INE134E08NP7,CRISIL AAA,5000.0,5087.405,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.42% Power Finance Corporation Limited (15/04/2028) ,INE134E08NL6,CRISIL AAA,5000.0,5078.61,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.66% Bajaj Housing Finance Limited (20/03/2028) ,INE377Y07532,CRISIL AAA,5000.0,5076.235,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.43% National Bank For Financing Infrastructure And Development (16/06/2033) ,INE0KUG08019,CRISIL AAA,5000.0,5076.17,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.8% Tata Capital Housing Finance Limited (05/08/2027) ,INE033L07HU0,CRISIL AAA,500.0,5070.245,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.50% Bajaj Housing Finance Limited (09/04/2035) ,INE377Y07540,CRISIL AAA,5000.0,5044.775,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
7.04% IndiGRID Infrastructure Trust (27/09/2028) ,INE219X07512,CRISIL AAA,5000.0,5029.155,0.0052,Axis Mutual Fund,AXISCOF,,2020-12-05
6.87% REC Limited (31/05/2030) ,INE020B08FU0,ICRA AAA,5000.0,5003.755,0.0051,Axis Mutual Fund,AXISCOF,,2020-12-05
7.05% Sundaram Finance Limited (11/10/2028) ,INE660A07SA2,ICRA AAA,5000.0,5002.86,0.0051,Axis Mutual Fund,AXISCOF,,2020-12-05
6.66% Small Industries Dev Bank of India (25/10/2028),INE556F08KZ3,CRISIL AAA,5000.0,4997.47,0.0051,Axis Mutual Fund,AXISCOF,,2020-12-05
6.61% Power Finance Corporation Limited (15/07/2028) ,INE134E08NS1,CRISIL AAA,5000.0,4988.6,0.0051,Axis Mutual Fund,AXISCOF,,2020-12-05
7.75% Tata Capital Housing Finance Limited (18/05/2027) ,INE033L07HQ8,CRISIL AAA,450.0,4552.398,0.0047,Axis Mutual Fund,AXISCOF,,2020-12-05
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,4500.0,4524.1605,0.0046,Axis Mutual Fund,AXISCOF,,2020-12-05
8.01% Mahindra & Mahindra Financial Services Limited (24/12/2027) ,INE774D07VG6,CRISIL AAA,4000.0,4066.712,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-05
7.9611% HDB Financial Services Limited (05/01/2028) ,INE756I07FB6,CRISIL AAA,4000.0,4066.016,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-05
7.89% Tata Capital Limited (26/07/2027) ,INE306N07MX0,CRISIL AAA,400.0,4050.812,0.0042,Axis Mutual Fund,AXISCOF,,2020-12-05
7.52% Power Grid Corporation of India Limited (23/03/2033) ,INE752E08684,CRISIL AAA,5000.0,3842.64,0.0039,Axis Mutual Fund,AXISCOF,,2020-12-05
7.7% Power Grid Corporation of India Limited (12/10/2033) ,INE752E08718,CRISIL AAA,4500.0,3697.0605,0.0038,Axis Mutual Fund,AXISCOF,,2020-12-05
7.7% Nuclear Power Corporation Of India Limited (21/03/2038) ,INE206D08501,ICRA AAA,3500.0,3584.182,0.0037,Axis Mutual Fund,AXISCOF,,2020-12-05
7.56% Bajaj Housing Finance Limited (04/10/2034) ,INE377Y07516,CRISIL AAA,3500.0,3548.237,0.0036,Axis Mutual Fund,AXISCOF,,2020-12-05
7.56% LIC Housing Finance Limited (14/06/2027) ,INE115A07MC6,CRISIL AAA,350.0,3537.3065,0.0036,Axis Mutual Fund,AXISCOF,,2020-12-05
8.12% Bajaj Finance Limited (10/09/2027) ,INE296A07TC9,CRISIL AAA,3400.0,3458.3304,0.0035,Axis Mutual Fund,AXISCOF,,2020-12-05
8.1% Tata Capital Housing Finance Limited (19/02/2027) ,INE033L07IE2,CRISIL AAA,3000.0,3041.403,0.0031,Axis Mutual Fund,AXISCOF,,2020-12-05
7.17% Tata Capital Housing Finance Limited (21/05/2030) ,INE033L07IP8,CRISIL AAA,3000.0,3002.175,0.0031,Axis Mutual Fund,AXISCOF,,2020-12-05
6.9% Government of India (15/04/2065),IN0020250018,Sovereign,3000000.0,2816.301,0.0029,Axis Mutual Fund,AXISCOF,,2020-12-05
7.26% Government of India (06/02/2033),IN0020220151,Sovereign,2500000.0,2603.305,0.0027,Axis Mutual Fund,AXISCOF,,2020-12-05
7.75% HDFC Bank Limited (13/06/2033) ,INE040A08AF2,CRISIL AAA,2500.0,2574.615,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.65% HDFC Bank Limited (25/05/2033) ,INE040A08930,CRISIL AAA,2500.0,2560.1825,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.90% Jamnagar Utilities & Power Private Limited (10/08/2028) ,INE936D07182,CRISIL AAA,2500.0,2560.17,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.82% Bajaj Finance Limited (31/01/2034) ,INE296A07SV1,CRISIL AAA,2500.0,2555.625,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.67% LIC Housing Finance Limited (15/04/2033) ,INE115A07QK0,CRISIL AAA,250.0,2549.5525,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
8.05% Kotak Mahindra Prime Limited (28/02/2028) ,INE916DA7SE8,CRISIL AAA,2500.0,2549.2875,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.45% Export Import Bank of India (12/04/2028) ,INE514E08GB4,CRISIL AAA,2500.0,2548.395,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.29% National Housing Bank (04/07/2031) ,INE557F08GC8,CARE AAA,2500.0,2545.03,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
8.1% Bajaj Housing Finance Limited (08/07/2027),INE377Y07482,CRISIL AAA,2500.0,2545.0075,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.58% LIC Housing Finance Limited (23/03/2035) ,INE115A07RF8,CRISIL AAA,2500.0,2543.85,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
7.12% Export Import Bank of India (27/06/2030) ,INE514E08GF5,CRISIL AAA,2500.0,2536.775,0.0026,Axis Mutual Fund,AXISCOF,,2020-12-05
